City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Port Macquarie,-31.4333,152.9167,70.9,58,89,6.51,AU,2022-12-04 00:16:45
275,Begoro,6.3871,-0.3774,71.01,91,21,3.06,GH,2022-12-04 00:16:46
276,Broome,42.2506,-75.833,41.85,71,100,16.11,US,2022-12-04 00:16:46
277,Mahebourg,-20.4081,57.7,73.69,83,40,2.3,MU,2022-12-04 00:16:46
278,Faanui,-16.4833,-151.75,80.67,78,18,19.24,PF,2022-12-04 00:16:47
279,Banda Aceh,5.5577,95.3222,78.19,79,100,3.85,ID,2022-12-04 00:16:47
280,Sergeyevka,53.88,67.4158,-6.5,93,18,4.0,KZ,2022-12-04 00:16:48
281,Camacha,33.0833,-16.3333,56.62,82,40,9.22,PT,2022-12-04 00:16:49
282,Tibacuy,4.3511,-72.4564,77.25,74,88,6.26,CO,2022-12-04 00:16:49
283,Qasigiannguit,68.8193,-51.1922,28.65,90,94,6.6,GL,2022-12-04 00:16:49
284,Pavlovka,52.6897,47.1405,4.26,93,14,4.38,RU,2022-12-04 00:16:50
285,Kavaratti,10.5669,72.642,82.0,73,97,7.18,IN,2022-12-04 00:16:50
286,Bokoro,12.3807,17.0568,79.5,21,51,11.65,TD,2022-12-04 00:16:51
287,Port Keats,-14.25,129.55,89.87,49,83,7.65,AU,2022-12-04 00:16:51
288,Juneau,58.3019,-134.4197,30.22,100,16,2.46,US,2022-12-04 00:15:25
289,Boende,-0.2167,20.8667,70.07,98,94,1.59,CD,2022-12-04 00:16:52
290,Saldanha,-33.0117,17.9442,57.25,74,92,21.79,ZA,2022-12-04 00:16:52
291,Severo-Yeniseyskiy,60.3725,93.0408,-16.37,100,86,3.78,RU,2022-12-04 00:16:53
292,Gazanjyk,39.2446,55.5154,34.07,44,96,13.89,TM,2022-12-04 00:16:53
293,Sao Joao Da Barra,-21.6403,-41.0511,73.49,92,100,17.31,BR,2022-12-04 00:16:54
294,Saint Anthony,45.0205,-93.218,11.25,69,0,8.05,US,2022-12-04 00:16:55
295,Tarakan,3.3,117.6333,78.06,84,96,5.7,ID,2022-12-04 00:16:55
296,Saint-Denis,48.9167,2.3333,36.99,88,100,11.5,FR,2022-12-04 00:16:56
297,Rio Gallegos,-51.6226,-69.2181,51.85,37,75,18.41,AR,2022-12-04 00:16:56
298,Cap Malheureux,-19.9842,57.6142,72.46,76,30,3.0,MU,2022-12-04 00:16:57
299,Rio Cuarto,-33.1307,-64.3499,78.57,22,0,9.22,AR,2022-12-04 00:16:57
300,Medak,18.0333,78.2667,68.5,84,4,6.82,IN,2022-12-04 00:16:58
301,Sawakin,19.1059,37.3321,79.95,72,34,7.18,SD,2022-12-04 00:16:58
302,Victoria,22.2855,114.1577,70.95,84,38,10.0,HK,2022-12-04 00:16:59
303,Bireun,5.203,96.7009,76.64,81,100,3.42,ID,2022-12-04 00:16:59
304,Kita,13.0349,-9.4895,78.49,27,65,2.42,ML,2022-12-04 00:17:00
305,Farah,32.5,62.5,44.29,41,41,3.09,AF,2022-12-04 00:17:00
306,Jinzhou,41.1078,121.1417,16.86,31,0,0.98,CN,2022-12-04 00:17:01
307,Biswan,27.5,81.0,57.92,50,0,5.35,IN,2022-12-04 00:17:01
308,Clyde River,70.4692,-68.5914,1.63,71,17,34.52,CA,2022-12-04 00:17:02
309,Sidi Ali,36.0998,0.4206,53.08,72,0,5.3,DZ,2022-12-04 00:17:02
310,Presidente Medici,-11.1753,-61.9014,74.46,88,88,2.24,BR,2022-12-04 00:17:03
311,Puerto Carreno,6.189,-67.4859,78.13,77,93,7.34,CO,2022-12-04 00:17:03
312,Nenjiang,49.1833,125.2167,-25.51,93,9,3.24,CN,2022-12-04 00:17:04
313,Montgomery,39.1501,-77.1997,56.62,44,0,10.36,US,2022-12-04 00:14:21
314,Vallenar,-28.5708,-70.7581,71.69,46,0,3.8,CL,2022-12-04 00:16:42
315,Berlevag,70.8578,29.0864,26.55,74,33,3.44,NO,2022-12-04 00:17:06
316,Porto Novo,6.4965,2.6036,78.82,85,20,7.05,BJ,2022-12-04 00:17:06
317,Thunder Bay,48.4001,-89.3168,11.73,73,100,10.51,CA,2022-12-04 00:14:12
318,Meulaboh,4.1363,96.1285,74.93,87,100,2.93,ID,2022-12-04 00:17:07
319,Tambura,5.6,27.4667,75.02,39,89,2.59,SS,2022-12-04 00:17:07
320,Uribia,11.7139,-72.266,78.12,73,38,11.32,CO,2022-12-04 00:17:08
321,Yar-Sale,66.8333,70.8333,22.66,95,98,11.7,RU,2022-12-04 00:17:08
322,Puteyets,65.1716,57.091,-1.55,100,97,2.21,RU,2022-12-04 00:17:09
323,Nuuk,64.1835,-51.7216,29.01,69,75,26.46,GL,2022-12-04 00:17:09
324,Wasilla,61.5814,-149.4394,30.94,89,0,0.0,US,2022-12-04 00:17:10
325,Kaka,37.3482,59.6143,35.6,30,46,3.51,TM,2022-12-04 00:17:10
326,Marawi,7.9986,124.2928,74.64,78,79,2.3,PH,2022-12-04 00:17:11
327,Mandalgarh,25.2,75.1,57.81,46,6,2.93,IN,2022-12-04 00:17:11
328,Dongsheng,39.8161,109.9776,14.36,33,27,7.11,CN,2022-12-04 00:17:12
329,Omsk,55.0,73.4,-11.31,70,94,4.47,RU,2022-12-04 00:17:12
330,Hirado,33.3597,129.5531,50.4,78,95,15.64,JP,2022-12-04 00:17:13
331,San Angelo,31.4638,-100.437,52.54,42,0,6.91,US,2022-12-04 00:15:44
332,Berbera,10.4396,45.0143,76.12,74,3,5.41,SO,2022-12-04 00:17:13
333,Francisco Sa,-16.4758,-43.4883,68.14,80,100,9.04,BR,2022-12-04 00:17:14
334,Ponta Do Sol,32.6667,-17.1,61.0,80,52,10.42,PT,2022-12-04 00:17:15
335,Karaidel,55.8337,56.9069,1.67,89,89,2.62,RU,2022-12-04 00:17:15
336,Altoona,40.5187,-78.3947,42.01,68,38,3.0,US,2022-12-04 00:17:16
337,Yarada,17.65,83.2667,73.72,100,40,2.3,IN,2022-12-04 00:17:16
338,Klaksvik,62.2266,-6.589,43.72,91,100,5.14,FO,2022-12-04 00:17:17
339,Tiksi,71.6872,128.8694,-9.9,92,100,20.38,RU,2022-12-04 00:17:17
340,Mokhsogollokh,61.4681,128.9203,-14.21,98,100,2.33,RU,2022-12-04 00:17:18
341,Muros,42.7762,-9.0603,41.85,85,0,11.18,ES,2022-12-04 00:17:18
342,Lavrentiya,65.5833,-171.0,27.73,97,100,21.07,RU,2022-12-04 00:13:54
343,Shimoda,34.6667,138.95,61.16,59,87,24.72,JP,2022-12-04 00:17:19
344,Maua,-23.6678,-46.4614,70.09,96,100,6.08,BR,2022-12-04 00:17:19
345,Jacareacanga,-6.2222,-57.7528,74.53,94,93,2.57,BR,2022-12-04 00:17:20
346,Valparaiso,-33.0393,-71.6273,65.48,100,0,3.44,CL,2022-12-04 00:15:34
347,Midland,31.9974,-102.0779,50.49,34,0,8.05,US,2022-12-04 00:17:20
348,San Cristobal,7.7669,-72.225,68.18,97,86,3.53,VE,2022-12-04 00:17:21
349,Etchojoa,26.9167,-109.6333,80.28,47,42,12.3,MX,2022-12-04 00:17:21
350,Panguna,-6.3164,155.4848,76.39,82,98,1.07,PG,2022-12-04 00:17:22
351,Tshikapa,-6.4167,20.8,70.25,97,99,1.92,CD,2022-12-04 00:17:22
352,El Tarra,8.5756,-73.0949,71.58,98,40,0.2,CO,2022-12-04 00:17:22
353,Axim,4.8699,-2.2405,77.74,85,98,4.32,GH,2022-12-04 00:17:23
354,Sarh,9.1429,18.3923,66.11,77,0,0.0,TD,2022-12-04 00:17:24
355,Darovskoy,58.77,47.9564,-0.04,97,76,1.48,RU,2022-12-04 00:17:24
356,Tukrah,32.5341,20.5791,62.15,62,0,18.23,LY,2022-12-04 00:17:24
357,Alegrete,-29.7831,-55.7919,71.4,93,60,11.74,BR,2022-12-04 00:15:14
358,Ust-Nera,64.5667,143.2,-42.83,99,79,4.18,RU,2022-12-04 00:17:25
359,Aklavik,68.2191,-135.0107,15.8,79,75,17.27,CA,2022-12-04 00:17:26
360,Sola,-13.8833,167.55,88.47,70,40,9.22,VU,2022-12-04 00:17:26
361,Maragogi,-9.0122,-35.2225,77.04,84,71,9.01,BR,2022-12-04 00:13:13
362,Camp Verde,34.5636,-111.8543,55.98,70,100,4.47,US,2022-12-04 00:15:55
363,Takapau,-40.0333,176.35,70.74,39,45,1.34,NZ,2022-12-04 00:17:28
364,Ovsyanka,55.9575,92.5519,7.77,94,99,4.09,RU,2022-12-04 00:17:29
365,Sinnamary,5.3833,-52.95,76.69,88,99,6.8,GF,2022-12-04 00:17:29
366,Sao Paulo De Olivenca,-3.3783,-68.8725,74.77,95,100,1.5,BR,2022-12-04 00:17:29
367,Marsh Harbour,26.5412,-77.0636,75.88,58,51,17.52,BS,2022-12-04 00:17:30
368,Amahai,-3.3333,128.9167,82.94,75,98,1.66,ID,2022-12-04 00:16:32
369,Jibuti,11.5,42.5,68.11,80,13,9.22,DJ,2022-12-04 00:17:31
370,Haputale,6.7681,80.9595,59.29,86,72,4.27,LK,2022-12-04 00:17:31
371,Rahuri,19.3833,74.65,68.77,73,48,4.18,IN,2022-12-04 00:17:31
372,Nouadhibou,20.931,-17.0347,64.38,88,0,9.22,MR,2022-12-04 00:17:32
373,Bowen,-20.0167,148.2333,78.64,58,1,12.21,AU,2022-12-04 00:17:32
374,Sorland,67.667,12.6934,39.06,71,99,15.82,NO,2022-12-04 00:17:33
375,Eureka,40.8021,-124.1637,55.2,72,40,8.01,US,2022-12-04 00:13:50
376,Ashland,40.8167,-82.2665,33.76,82,6,10.69,US,2022-12-04 00:17:33
377,Sur,22.5667,59.5289,73.17,63,0,6.87,OM,2022-12-04 00:17:34
378,Kedougou,12.5579,-12.1743,80.64,38,39,3.38,SN,2022-12-04 00:17:34
379,Kaa-Khem,51.6833,94.7333,-22.32,94,9,2.19,RU,2022-12-04 00:17:35
380,Inyonga,-6.7167,32.0667,64.9,93,100,2.28,TZ,2022-12-04 00:17:35
381,Watsa,3.0372,29.5355,65.91,78,73,2.06,CD,2022-12-04 00:17:36
382,Fort Wellington,6.4,-57.6,74.7,92,100,12.3,GY,2022-12-04 00:17:36
383,Saint Marys,30.7305,-81.5465,70.05,89,0,4.0,US,2022-12-04 00:17:37
384,Lumut,4.2323,100.6298,77.02,94,20,0.0,MY,2022-12-04 00:17:37
385,Son La,21.3167,103.9,61.63,95,83,2.51,VN,2022-12-04 00:17:37
386,Mackay,-21.15,149.2,83.68,63,5,15.57,AU,2022-12-04 00:16:10
387,Mareeba,-17.0,145.4333,81.45,67,10,3.2,AU,2022-12-04 00:17:38
388,The Valley,18.217,-63.0578,78.82,71,0,13.98,AI,2022-12-04 00:17:38
389,Balao,-2.9167,-79.8167,73.04,85,14,8.37,EC,2022-12-04 00:17:39
390,Maniitsoq,65.4167,-52.9,29.52,69,100,23.09,GL,2022-12-04 00:17:40
391,Skovorodino,53.9833,123.9167,-25.26,99,88,0.78,RU,2022-12-04 00:17:40
392,Elk Point,42.6833,-96.6836,28.69,49,98,9.48,US,2022-12-04 00:13:35
393,Danville,36.586,-79.395,58.42,94,0,4.0,US,2022-12-04 00:14:53
394,Panuco,22.05,-98.1667,75.38,79,45,7.63,MX,2022-12-04 00:17:41
395,Kudeyevskiy,54.8758,56.7567,-13.27,100,25,1.25,RU,2022-12-04 00:17:42
396,Kalmunai,7.4167,81.8167,76.05,87,67,5.79,LK,2022-12-04 00:17:42
397,Bom Jesus,-9.0744,-44.3586,72.79,81,90,1.43,BR,2022-12-04 00:17:43
398,Brae,60.3964,-1.353,43.68,69,100,11.63,GB,2022-12-04 00:17:43
399,Hofn,64.2539,-15.2082,37.6,58,2,5.35,IS,2022-12-04 00:17:43
400,Tessalit,20.1986,1.0114,73.17,18,44,8.41,ML,2022-12-04 00:17:44
401,Kalianget,-7.05,113.9333,81.72,76,97,5.19,ID,2022-12-04 00:17:44
402,Fort Dix,40.0298,-74.6185,56.95,82,100,10.36,US,2022-12-04 00:17:45
403,Lubango,-14.9172,13.4925,62.02,75,100,1.5,AO,2022-12-04 00:16:26
404,Gualeguaychu,-33.0094,-58.5172,77.9,55,31,8.37,AR,2022-12-04 00:17:45
405,Soyo,-6.1349,12.3689,77.32,89,100,6.35,AO,2022-12-04 00:17:46
406,Kutum,14.2,24.6667,60.44,20,25,8.3,SD,2022-12-04 00:17:46
407,Alta Gracia,-31.6529,-64.4283,84.88,24,1,1.95,AR,2022-12-04 00:17:46
408,Noumea,-22.2763,166.4572,87.78,88,100,6.46,NC,2022-12-04 00:17:48
409,Along,28.1667,94.7667,52.65,75,32,1.7,IN,2022-12-04 00:17:48
410,Bathsheba,13.2167,-59.5167,79.41,90,20,9.22,BB,2022-12-04 00:17:49
411,Kedrovyy,56.1667,91.8167,5.41,95,100,3.71,RU,2022-12-04 00:17:49
412,Porto Santo,33.072,-16.3415,59.38,82,40,9.22,PT,2022-12-04 00:17:49
413,Serov,59.6033,60.5787,7.48,89,69,3.65,RU,2022-12-04 00:17:50
414,Palmer,42.1584,-72.3287,55.67,71,100,32.21,US,2022-12-04 00:16:05
415,Esso,55.9333,158.7,-1.68,92,52,3.67,RU,2022-12-04 00:17:50
416,Ambon,-3.6954,128.1814,84.34,79,20,4.61,ID,2022-12-04 00:17:51
417,Auki,-8.7676,160.7034,85.48,66,100,2.73,SB,2022-12-04 00:17:51
418,Tautira,-17.7333,-149.15,79.77,78,50,19.8,PF,2022-12-04 00:17:52
419,Ibia,-19.4783,-46.5389,70.92,94,100,5.37,BR,2022-12-04 00:17:52
420,Siderno,38.2779,16.302,60.33,86,100,15.32,IT,2022-12-04 00:17:53
421,Ararat,39.8317,44.7049,43.14,88,100,6.04,AM,2022-12-04 00:17:53
422,Okhotsk,59.3833,143.3,-17.41,94,98,9.17,RU,2022-12-04 00:17:54
423,Langres,47.8333,5.3333,33.19,93,98,4.76,FR,2022-12-04 00:17:54
424,Upata,8.0086,-62.3989,69.49,97,96,3.62,VE,2022-12-04 00:17:55
425,Aykino,62.2248,49.9922,4.15,98,73,3.2,RU,2022-12-04 00:17:55
426,Port Augusta,-32.5,137.7667,92.89,16,2,15.32,AU,2022-12-04 00:17:56
427,Aksarka,66.5606,67.7975,6.49,93,83,3.33,RU,2022-12-04 00:17:56
428,Dudinka,69.4058,86.1778,-3.39,100,100,7.38,RU,2022-12-04 00:17:56
429,Matveyevka,52.15,56.1833,-3.3,95,5,3.85,RU,2022-12-04 00:17:58
430,Morlaix,48.5833,-4.0,40.06,86,100,6.91,FR,2022-12-04 00:17:58
431,Manhattan,40.7834,-73.9662,56.82,70,20,21.85,US,2022-12-04 00:17:25
432,Natal,-5.795,-35.2094,78.6,74,7,12.35,BR,2022-12-04 00:15:28
433,Vostok,46.4856,135.8833,-6.63,94,100,10.18,RU,2022-12-04 00:17:59
434,Xuddur,4.1213,43.8894,70.59,91,58,11.65,SO,2022-12-04 00:17:59
435,Rundu,-17.9333,19.7667,72.25,36,6,5.61,NA,2022-12-04 00:18:00
436,Arman,59.7,150.1667,-0.8,87,95,9.42,RU,2022-12-04 00:18:01
437,Brunswick,41.2381,-81.8418,35.2,71,100,13.8,US,2022-12-04 00:18:02
438,Jumla,29.2747,82.1838,37.47,30,0,5.35,NP,2022-12-04 00:18:02
439,Fecamp,49.7579,0.3746,36.48,91,20,10.78,FR,2022-12-04 00:18:03
440,Hervey Bay,-25.2986,152.8535,75.02,71,44,11.99,AU,2022-12-04 00:18:04
441,Thap Khlo,16.16,100.5966,77.85,99,79,2.15,TH,2022-12-04 00:18:05
442,Alberton,46.8168,-64.0654,46.87,83,100,30.74,CA,2022-12-04 00:15:24
443,Bandiagara,14.3501,-3.6104,75.65,41,86,3.15,ML,2022-12-04 00:18:05
444,Zyryanovsk,49.7386,84.2719,-20.15,99,92,1.5,KZ,2022-12-04 00:18:06
445,Mangan,27.5167,88.5333,57.02,46,1,5.99,IN,2022-12-04 00:18:06
446,Kyzyl-Suu,42.3414,78.0056,25.14,69,100,4.45,KG,2022-12-04 00:18:06
447,Zlatoust,55.1711,59.6508,-1.07,92,14,4.88,RU,2022-12-04 00:18:07
448,Moose Factory,51.2585,-80.6094,6.8,78,100,16.11,CA,2022-12-04 00:18:07
449,Padang,-0.9492,100.3543,73.45,90,100,4.45,ID,2022-12-04 00:18:08
450,Carutapera,-1.195,-46.02,78.49,79,92,7.09,BR,2022-12-04 00:18:08
451,Salalah,17.0151,54.0924,71.69,64,0,2.3,OM,2022-12-04 00:18:09
452,Ochamchira,42.7121,41.4721,49.12,83,100,10.85,GE,2022-12-04 00:18:09
453,Araouane,18.9048,-3.5265,76.01,17,75,9.33,ML,2022-12-04 00:18:10
454,Nikolayevsk-Na-Amure,53.1406,140.73,-12.37,94,39,4.47,RU,2022-12-04 00:18:10
455,Strezhevoy,60.7333,77.5889,5.67,98,99,3.67,RU,2022-12-04 00:18:12
456,Guaruja,-23.9931,-46.2564,76.05,88,100,6.82,BR,2022-12-04 00:18:13
457,Sumenep,-7.0167,113.8667,81.72,76,98,4.7,ID,2022-12-04 00:18:13
458,Alice Springs,-23.7,133.8833,87.35,16,0,11.5,AU,2022-12-04 00:14:27
459,Jurm,36.8648,70.8342,35.04,59,100,5.1,AF,2022-12-04 00:18:14
460,Columbia,34.0007,-81.0348,62.51,93,75,4.61,US,2022-12-04 00:16:37
461,Boa Vista,2.8197,-60.6733,76.98,88,40,6.91,BR,2022-12-04 00:18:15
462,Maxixe,-23.8597,35.3472,75.0,93,2,2.24,MZ,2022-12-04 00:18:15
463,Beidao,34.5686,105.8933,32.25,48,100,3.71,CN,2022-12-04 00:18:16
464,Chernyshevskiy,63.0128,112.4714,-0.65,97,98,5.77,RU,2022-12-04 00:18:16
465,Bandarbeyla,9.4942,50.8122,77.2,68,24,18.57,SO,2022-12-04 00:18:17
466,Pochutla,15.7432,-96.4661,84.02,69,0,3.78,MX,2022-12-04 00:18:18
467,Deep River,46.1001,-77.4995,24.73,78,100,13.56,CA,2022-12-04 00:18:19
468,Baleni,45.8167,27.8333,36.75,81,100,6.71,RO,2022-12-04 00:18:19
469,Khingansk,49.1167,131.1833,-19.43,100,98,3.67,RU,2022-12-04 00:18:20
470,Plastun,44.7561,136.2939,7.81,57,5,12.03,RU,2022-12-04 00:18:20
471,Edd,13.9297,41.6925,79.9,50,3,14.36,ER,2022-12-04 00:18:21
472,Concepcion Del Uruguay,-32.4825,-58.2372,75.97,55,84,6.93,AR,2022-12-04 00:17:03
473,Byron Bay,-28.65,153.6167,71.94,84,91,11.86,AU,2022-12-04 00:14:27
474,Cahuacan,19.6392,-99.4161,62.26,58,24,14.0,MX,2022-12-04 00:18:23
475,Nabire,-3.3667,135.4833,81.05,75,99,0.85,ID,2022-12-04 00:18:23
476,Los Llanos De Aridane,28.6585,-17.9182,60.55,70,0,10.36,ES,2022-12-04 00:18:24
477,Grande Prairie,55.1667,-118.8027,19.58,63,40,24.16,CA,2022-12-04 00:18:15
478,Lypnyazhka,48.4469,31.0761,26.51,73,46,11.05,UA,2022-12-04 00:18:24
479,Kashi,39.4547,75.9797,20.41,53,48,4.47,CN,2022-12-04 00:18:25
480,Mattawa,46.7379,-119.9028,33.8,93,23,4.72,US,2022-12-04 00:13:37
481,Albertville,34.2676,-86.2089,58.89,76,40,5.75,US,2022-12-04 00:14:51
482,Dakar,14.6937,-17.4441,68.88,63,70,10.76,SN,2022-12-04 00:15:00
483,Pasighat,28.0667,95.3333,59.29,52,5,3.24,IN,2022-12-04 00:18:26
484,Chimore,-16.9833,-65.1333,77.25,63,31,3.29,BO,2022-12-04 00:18:26
485,Dourbali,11.8091,15.8632,77.86,23,6,10.07,TD,2022-12-04 00:18:27
486,Silifke,36.3778,33.9344,61.29,49,61,7.4,TR,2022-12-04 00:18:27
487,Miranda De Ebro,42.6865,-2.947,35.15,94,95,2.86,ES,2022-12-04 00:18:28
488,Yining,29.0361,114.5636,42.82,90,100,2.21,CN,2022-12-04 00:18:28
489,Leeton,-34.5667,146.4,84.22,30,0,5.28,AU,2022-12-04 00:18:29
490,Jais,26.25,81.5333,57.85,57,1,4.97,IN,2022-12-04 00:18:30
491,Tungor,53.3808,142.9564,-2.81,93,42,19.28,RU,2022-12-04 00:18:30
492,Anadyr,64.75,177.4833,25.3,85,100,33.55,RU,2022-12-04 00:18:30
493,Victor Harbor,-35.5667,138.6167,88.0,25,52,5.01,AU,2022-12-04 00:18:31
494,Chishtian Mandi,29.8,72.8667,58.53,30,2,4.99,PK,2022-12-04 00:18:31
495,Matara,5.9485,80.5353,74.61,90,95,4.54,LK,2022-12-04 00:18:32
496,San Ramon,37.7799,-121.978,49.75,96,100,3.44,US,2022-12-04 00:18:32
497,Moron,-34.6534,-58.6198,73.98,58,14,6.02,AR,2022-12-04 00:18:33
498,Yenotayevka,47.2456,47.0281,19.18,52,0,14.52,RU,2022-12-04 00:18:33
499,Lagoa,39.05,-27.9833,59.11,73,87,35.34,PT,2022-12-04 00:18:34
500,Pasni,25.2631,63.471,73.33,43,0,6.8,PK,2022-12-04 00:18:34
501,Bambanglipuro,-7.95,110.2833,78.46,82,100,1.19,ID,2022-12-04 00:18:35
502,North Bend,43.4065,-124.2243,50.16,90,100,4.61,US,2022-12-04 00:15:30
503,Iqaluit,63.7506,-68.5145,15.53,73,75,12.66,CA,2022-12-04 00:18:36
504,Takoradi,4.8845,-1.7554,77.58,86,98,5.64,GH,2022-12-04 00:15:41
505,Tougan,13.0667,-3.0667,80.87,44,85,3.33,BF,2022-12-04 00:18:37
506,Chegdomyn,51.1167,133.0167,-17.81,94,90,1.21,RU,2022-12-04 00:17:49
507,Honavar,14.2833,74.45,76.42,83,93,4.54,IN,2022-12-04 00:18:38
508,Marabba,12.35,32.1833,80.2,30,6,13.87,SD,2022-12-04 00:18:38
509,Wattegama,6.7989,81.4808,71.91,94,82,3.65,LK,2022-12-04 00:18:39
510,Omboue,-1.5746,9.2618,75.43,91,100,2.17,GA,2022-12-04 00:18:39
511,Tuy Hoa,13.0833,109.3,75.99,92,100,7.14,VN,2022-12-04 00:18:40
512,Bose,45.4612,8.0137,42.21,95,100,2.55,IT,2022-12-04 00:18:40
513,Rudbar,30.15,62.6,47.79,35,3,1.07,AF,2022-12-04 00:18:41
514,Pskov,57.8136,28.3496,24.71,93,100,4.47,RU,2022-12-04 00:18:41
515,Moba,33.2288,105.0179,25.84,52,97,3.56,CN,2022-12-04 00:18:41
516,Riyadh,24.6877,46.7219,62.74,38,1,7.16,SA,2022-12-04 00:15:00
517,Sovetskiy,61.3614,63.5842,15.33,90,100,8.37,RU,2022-12-04 00:18:42
518,Aswan,24.0934,32.907,64.09,33,94,8.68,EG,2022-12-04 00:18:42
519,Miyazu,35.5333,135.1833,43.0,70,77,5.12,JP,2022-12-04 00:18:43
520,Baruun-Urt,46.6806,113.2792,-8.61,85,6,8.19,MN,2022-12-04 00:18:43
521,High Level,58.5169,-117.136,24.91,68,100,9.22,CA,2022-12-04 00:18:44
522,North Myrtle Beach,33.816,-78.68,66.25,90,100,4.61,US,2022-12-04 00:18:45
523,Pacifica,37.6138,-122.4869,51.17,95,100,5.99,US,2022-12-04 00:18:03
524,Hualmay,-11.0964,-77.6139,67.68,80,30,8.66,PE,2022-12-04 00:18:45
525,Maun,-19.9833,23.4167,73.36,49,0,3.44,BW,2022-12-04 00:18:46
526,Joensuu,62.6012,29.7632,23.49,93,100,4.61,FI,2022-12-04 00:18:46
527,Fort Nelson,58.8053,-122.7002,15.39,79,75,5.75,CA,2022-12-04 00:18:47
528,Walvis Bay,-22.9575,14.5053,59.09,85,0,6.55,NA,2022-12-04 00:18:48
529,Pinotepa Nacional,16.3167,-98.0167,76.57,72,0,2.21,MX,2022-12-04 00:18:48
530,Gamba,-2.65,10.0,74.75,90,98,2.77,GA,2022-12-04 00:18:48
531,Tabas,33.5959,56.9244,50.97,40,59,3.13,IR,2022-12-04 00:18:49
532,Kongwa,-6.2,36.4167,66.11,84,28,3.78,TZ,2022-12-04 00:18:49
533,Balaipungut,1.05,101.2833,74.03,97,100,1.59,ID,2022-12-04 00:18:50
534,Huarmey,-10.0681,-78.1522,67.96,83,29,8.34,PE,2022-12-04 00:18:51
535,Puerto Escondido,15.85,-97.0667,83.23,61,0,0.0,MX,2022-12-04 00:18:51
536,Kempele,64.9131,25.5034,23.13,93,100,4.61,FI,2022-12-04 00:18:52
537,Montbrison,45.6667,4.0833,37.74,98,100,3.29,FR,2022-12-04 00:18:52
538,Rocha,-34.4833,-54.3333,63.41,93,98,4.63,UY,2022-12-04 00:18:53
539,Bedford,52.1346,-0.4663,39.67,87,90,7.25,GB,2022-12-04 00:15:26
540,Tornio,65.8481,24.1466,24.82,95,91,5.95,FI,2022-12-04 00:18:53
541,Colares,38.7992,-9.4469,55.33,89,55,11.99,PT,2022-12-04 00:18:54
542,Tyazhinskiy,56.116,88.524,-9.44,98,38,4.16,RU,2022-12-04 00:18:54
543,Kruisfontein,-34.0033,24.7314,57.49,80,100,4.05,ZA,2022-12-04 00:18:55
544,Egvekinot,66.3167,-179.1667,13.59,93,100,16.82,RU,2022-12-04 00:18:55
545,Conneaut,41.9476,-80.5542,39.11,71,97,19.1,US,2022-12-04 00:18:56
546,Ewa Beach,21.3156,-158.0072,84.15,57,20,16.11,US,2022-12-04 00:18:56
547,Empangeni,-28.762,31.8933,66.16,77,100,4.43,ZA,2022-12-04 00:18:56
548,Ratne,51.6683,24.5303,28.08,94,99,10.87,UA,2022-12-04 00:18:57
549,Nibong Tebal,5.1659,100.4779,80.29,92,91,3.94,MY,2022-12-04 00:18:57
550,Djenne,13.9061,-4.5533,79.48,50,77,9.55,ML,2022-12-04 00:18:58
551,Khvastovichi,53.4694,35.0941,19.22,82,100,9.08,RU,2022-12-04 00:18:59
552,Maceio,-9.6658,-35.7353,76.44,94,40,4.61,BR,2022-12-04 00:17:14
